Zaloznik,zanr1,zanr2,esbr 
2K,Basketball,Sim,E
DONTNOD,Action Adventure,General,M
Backbone,2D,2D,T
Illwinter,General,Fantasy,
Over,2D,2D,E
Arkane,Action Adventure,General,M
Gameloft,General,2D,T
Rare,Action Adventure,Sci-Fi,T
Image,2D,2D,
Epic,Sci-Fi,Arcade,M
Bethesda,General,Western-Style,M
Treyarch,Historic,Arcade,T
Codemasters,Simulation,Automobile,E
Konami,Soccer,Sim,E
Asteroid,Shooter,Horizontal,
Namco,3D,3D,T
Telltale,General,Compilation,
Nintendo,Kart,Automobile,E
Visual,Sim,Sim,E
Gearbox,Sci-Fi,Arcade,M
Black,Arcade,Automobile,
QCF,General,Roguelike,
Dodge,Action,General,T
Obsidian,First-Person,Western-Style,M
Vanillaware,Action RPG,2D,T
Digital,Miscellaneous,Compilation,T
Paradox,General,Historic,T
Headstrong,Miscellaneous,Edutainment,E
Shin,Puzzle,General,E
Visual,Basketball,Sim,E
EA,Sim,Sim,E
4Head,General,Historic,T
Eden,Driving,Racing,E
Velez,Driving,Racing,E
Liquid,General,Fantasy,T
Strategic,General,General,T
Atlus,,,M
Telltale,3D,Third-Person,T
Just,General,Fantasy,T
343,Sci-Fi,Arcade,M
Metanet,2D,2D,E
Ubisoft,Role-Playing,General,
PlatinumGames,General,Modern,M
Kush,Baseball,Sim,E
Gearbox,First-Person,Historic,M
Zipper,Modern,Modern,M
Free,First-Person,Sci-Fi,M
Nintendo,Puzzle,General,E
Square,Action RPG,Action RPG,
SCE,Action Adventure,Linear,T
Konami,Sim,Sim,E
Survios,Arcade,Other,
Sumo,Kart,Automobile,
Technocrat,Adventure,General,
EA,Sim,Sim,E
Atlus,,,M
Blizzard,Massively Multiplayer,Fantasy,T
Farsight,Pinball,Pinball,
Nintendo,Third-Person,Arcade,
Gearbox,First-Person,Arcade,M
Codemasters,Simulation,Automobile,E
EA,Soccer,Sim,E
EasyGameStation,Virtual,Virtual Life,
EA,Sci-Fi,General,T
Full,General,Historic,
TOSE,,,E
EA,Driving,Racing,E
Konami,Soccer,Sim,E
Turn,Simulation,Automobile,E
White,3D,First-Person,
Arc,2D,2D,T
Inti,Action Adventure,Open-World,T
Neversoft,Alternative,Skateboarding,T
Square,Role-Playing,Japanese-Style,T
Rockstar,Simulation,Automobile,T
GalaxyTrail,Platformer,2D,
The,3D,First-Person,M
Falcom,Role-Playing,Action RPG,T
Microsoft,Modern Jet,Combat,
Ubisoft,Modern,Arcade,M
Gearbox,Sci-Fi,Arcade,M
Atlus,First-Person,Western-Style,
Konami,Soccer,Sim,E
Monolith,Modern,Arcade,M
Chucklefish,Turn-Based,Tactics,
Counterplay,Turn-Based,General,
EA,Sci-Fi,General,T
Ron,,,T
Telltale,General,Compilation,M
EA,Soccer,Sim,E
NuFX,Basketball,Sim,E
EA,Basketball,Sim,E
Microsoft,Sim,Sim,E
Westwood,Sci-Fi,Sci-Fi,T
Microids,Third-Person,Fantasy,T
EA,Racing,Stock Car,E
Celeris,Billiards,Billiards,E
Maxis,Virtual,Virtual Life,T
Telltale,General,Fantasy,M
Sega,2D,2D,E
4A,First-Person,Arcade,M
Swingin,Third-Person,Sci-Fi,T
Sony,Baseball,Sim,E
Eagle,Helicopter,Civilian,T
EA,Sim,Sim,E
Konami,Sim,Sim,E
United,Other,Kart,E
SCE,Role-Playing,Action RPG,M
Katauri,General,General,T
Sabotage,Platformer,2D,
Two,Puzzle,Action,E
Harmonix,Rhythm,Music,T
Capcom,Action Adventure,Survival,M
Ubisoft,Modern,Arcade,M
Triumph,Turn-Based,General,
Ninja,General,Modern,T
Fatshark,First-Person,Arcade,
Telltale,General,Compilation,
Magic,Turn-Based,Card Battle,T
Ubisoft,General,Fantasy,T
Ensemble,Sci-Fi,General,T
Playtonic,Platformer,2D,E
The,Third-Person,Arcade,M
Q,Fantasy,Defense,E
NovaLogic,Modern,Modern,T
Evolution,Simulation,Automobile,T
Techland,Simulation,Automobile,E
Arkane,First-Person,Arcade,M
Visual,Arcade,Sim,E
Namco,Role-Playing,Action RPG,T
Telltale,General,Compilation,M
EA,Snowboarding,Snowboarding,E
A44,Role-Playing,Action RPG,T
WayForward,Platformer,2D,T
Capcom,Horror,Survival,M
Nippon,Fantasy,Tactics,T
Haemimont,Role-Playing,Action RPG,M
Simogo,3D,First-Person,T
Jellyvision,,,T
Stormfront,,,T
Haemimont,General,Historic,E
Rainbow,Driving,Racing,E
Wayward,WWII,Combat,M
Sony,Fantasy,Fantasy,T
Konami,,,T
Sun,,,E
Ubisoft,General,Modern,M
Coldwood,Platformer,2D,E
Image,Platformer,2D,
Bandai,Fighting,3D,T
4A,Sci-Fi,Arcade,M
Antimatter,Historic,Arcade,
EA,Sim,Sim,E
Reptile,Fighting,2D,
1st,Matching,Matching,
Capcom,Platformer,2D,
Hudson,Platformer,2D,E
Nintendo,Platformer,3D,E
EA,Football,Sim,E
Amanita,General,Fantasy,
Sumo,Arcade,Automobile,E
ChunSoft,Modern,Modern,M
Dead,Adventure,General,T
Red,Role-Playing,General,
Ysbryd,Puzzle,Action,
2K,Sim,Sim,E
Hello,Arcade,Other,E
Atlus,Horror,Survival,M
Konami,Soccer,Sim,
EA,Soccer,Sim,E
Double,Scrolling,Vertical,E
PopCap,Logic,General,
Blue,3D,3D,E
EA,General,Fantasy,T
Zen,Parlor,Pinball,
Io,General,Modern,M
Treasure,2D,2D,T
Criterion,Arcade,Automobile,
Two,Platformer,2D,
People,First-Person,Arcade,M
Black,Simulation,Automobile,T
Volition,Modern,Open-World,M
DrinkBox,Action Adventure,General,T
Pandemic,Third-Person,Sci-Fi,T
Silver,Action,General,
6,General,Tactics,T
Inti,Miscellaneous,Compilation,T
roll7,Sports,Individual,
Carbine,Massively Multiplayer,Sci-Fi,T
Double,Third-Person,Fantasy,
Larian,Action RPG,Compilation,M
Q,Sci-Fi,Defense,E
Out,Baseball,Management,E
Namco,3D,3D,T
Radical,Mission-based,Open-World,T
Konami,Rhythm,Dancing,E
Midway,Ice Hockey,Arcade,E
U,Tactical,Modern,T
Totally,Large Spaceship,Civilian,E
Vivarium,,,T
Smoking,General,General,T
Bugbear,Arcade,Automobile,T
Asobo,Action Adventure,General,M
Bizarre,Arcade,Automobile,
Sony,Sci-Fi,Arcade,M
VooFoo,Billiards,Billiards,E
Clap,Arcade,Arcade,E
Mojo,Action,General,E
Raven,Sci-Fi,Arcade,M
Eyebrow,2D,2D,E
Square,Miscellaneous,Compilation,
Ubisoft,Action Adventure,Modern,M
Square,Action Adventure,Sandbox,
Inti,2D,2D,E
Chucklefish,Action Adventure,Sandbox,
AQ,Music Maker,Application,E
Monolith,Horror,Survival,M
Neversoft,Skateboarding,Skateboarding,T
Volition,Modern,Open-World,M
NetherRealm,2D,2D,T
Messhof,Miscellaneous,General,
Bethesda,Role-Playing,Western-Style,M
EA,Modern,Arcade,M
Visual,Sim,Sim,E
Baroque,Action Adventure,General,
InXile,Role-Playing,Western-Style,M
Press,Action,General,E
EA,Golf,Sim,E
Rayark,Rhythm,Music,T
Gust,Miscellaneous,Compilation,T
Digital,Puzzle,Action,E
Electronic,Sim,Sim,
Bandai,Fighting,3D,T
Visual,Sim,Sim,E
Freebird,General,General,
EA,Football,Sim,E
Fabraz,Action Adventure,Linear,
Blendo,Virtual,Career,
,,,
The,Virtual,Virtual Life,T
Ninja,Action Adventure,General,M
People,Fantasy,Arcade,M
Nippon,Turn-Based,Tactics,T
Intelligent,Puzzle,General,E
PopCap,Third-Person,Tactical,
2K,Ice Hockey,Sim,
Runic,Action RPG,Action RPG,T
Spike,Adventure,Visual Novel,M
Hudson,Puzzle,General,E
Career,Role-Playing,General,T
Panther,Real-Time,General,
EA,Basketball,Sim,E
Her,Modern,Modern,E
David,First-Person,Sci-Fi,T
Monster,Racing,Stock Car,E
Harebrained,Role-Playing,Western-Style,
Subatomic,General,Defense,
HAL,Platformer,2D,E
Gaijin,Vehicle,Combat,T
Sumo,General,Automobile,T
Alphadream,Role-Playing,Japanese-Style,E
Avalanche,Shooter,Top-Down,T
Die,2D,2D,E
Volition,Modern,Open-World,M
Io,Action Adventure,General,
Nintendo,Edutainment,Edutainment,E
Q,Matching,General,
Nintendo,Third-Person,Arcade,
Gas,General,Command,
Game,Platformer,2D,E
SMG,Platformer,2D,E
Night,Adventure,General,T
Failbetter,Action Adventure,General,
Telltale,Adventure,General,M
Torus,First-Person,Sci-Fi,T
Gazillion,Massively Multiplayer,Sci-Fi,
Sega,Soccer,Management,E
Media,General,Fantasy,E
Nadeo,Arcade,Automobile,E
Insomniac,Third-Person,Sci-Fi,T
Nippon,Turn-Based,Fantasy,T
Traveller,Sci-Fi,General,
Terry,2D,2D,
Capcom,Action RPG,Action RPG,T
Maxis,Virtual,Virtual Life,T
Rain,Platformer,2D,E
Treyarch,First-Person,Arcade,M
Vigil,Fantasy,Open-World,M
Nippon,General,General,T
Kush,Basketball,Sim,E
Volition,Modern,Open-World,M
Ubisoft,Modern,Modern,M
Capcom,Horror,Survival,M
MachineGames,Historic,Arcade,M
Obsidian,First-Person,Western-Style,M
Metalhead,Baseball,Arcade,E
Square,Role-Playing,Japanese-Style,
Atomic,Miscellaneous,Compilation,E
Maxis,Miscellaneous,Virtual Life,T
Midway,Fighting,3D,M
EA,First-Person,Historic,T
Black,Ice Hockey,Arcade,E
LucasArts,Sci-Fi,Small Spaceship,T
EA,Soccer,Sim,E
Free,First-Person,Sci-Fi,T
Moppin,Action,General,
Ubisoft,General,General,
Capcom,General,Visual Novel,M
superflat,Horror,Survival,
EA,Sim,Sim,E
Mi,,,T
Eidos,Action Adventure,General,M
Sledgehammer,Modern,Arcade,M
Digital,Miscellaneous,Compilation,T
Antimatter,First-Person,Tactical,
Creative,General,Survival,M
Microsoft,Third-Person,Sci-Fi,T
CD,Action RPG,Action RPG,M
Coldwood,Platformer,2D,E
Ghost,Action,Arcade,E
NATSUME,Miscellaneous,Compilation,T
Cardboard,General,General,
Treyarch,Modern,Arcade,M
Paul,Adventure,General,
Artifex,Adventure,General,
Curve,Horror,Survival,T
Telltale,General,Compilation,
Arkane,General,Modern,M
DONTNOD,Action Adventure,General,M
Sega,3D,3D,T
Deck,Action Adventure,General,M
Inti,Platformer,2D,E
Kush,Baseball,Sim,E
Triternion,Real-Time,MOBA,
Shin,Arcade,Futuristic,E
Abrakam,,,
Abstraction,Action,General,T
BioWare,Action RPG,Action RPG,M
Codemasters,Sim,Sim,E
WayForward,Puzzle,Action,E
Slightly,Simulation,Automobile,
EA,Football,Arcade,E
Namco,Shooter,Light Gun,T
Codemasters,Driving,Racing,T
Namco,Shooter,Light Gun,T
Sierra,Tactical,Modern,M
Turbine,Massively Multiplayer,Fantasy,T
SquareSoft,Role-Playing,Action RPG,E
ITL,Virtual,Career,T
RED,Turn-Based,Fantasy,T
Camelot,Golf,Arcade,E
Tantalus,Management,Government,E
Coldwood,Platformer,2D,E
,,,
Rockstar,Simulation,Automobile,T
Ubisoft,Board Games,Board Games,E
Greg,Platformer,2D,
Io,Action Adventure,Modern,M
Frozenbyte,Platformer,2D,
Flyhigh,Rhythm,Music,T
Intelligent,Fantasy,Tactics,
Ensemble,Historic,Command,T
Telltale,Third-Person,Fantasy,
Epic,Third-Person,Tactical,T
Mercury,General,Fantasy,M
Telltale,General,Compilation,
Signal,Real-Time,General,T
Bethesda,Role-Playing,Western-Style,M
Harvester,General,General,
Ubisoft,Historic,Open-World,M
Ghost,Action,Arcade,E
FreeStyleGames,Rhythm,Music,T
Vicarious,Platformer,3D,
Southend,Puzzle,Action,E
Strange,2D,2D,E
Keen,General,Historic,
Nintendo,Platformer,3D,E
4A,Sci-Fi,Arcade,M
2K,Sim,Sim,E
Intelligent,Turn-Based,Tactics,T
Capcom,Modern,Modern,T
DONTNOD,Action Adventure,General,M
Panic,Role-Playing,Action RPG,T
EA,Arcade,Arcade,E
Alphadream,Role-Playing,Japanese-Style,
Carbonated,Board Games,Board Games,E
Image,Turn-Based,General,
Sumo,Arcade,Automobile,E
Ubisoft,Action Adventure,Modern,T
SCE,General,General,E
Bizarre,Arcade,Automobile,
Traveller,General,Modern,
Konami,Miscellaneous,Compilation,
Arrowhead,Third-Person,Arcade,T
Atomic,Platformer,2D,E
Maxis,Miscellaneous,Virtual Life,T
Stainless,General,Historic,T
Ubisoft,Board Games,Board Games,E
Piranha,General,General,T
Troika,Role-Playing,Western-Style,M
Monster,Stock Car,Automobile,E
Level,Puzzle,General,
Relic,General,Historic,M
Sony,Sci-Fi,Sci-Fi,T
Telltale,Adventure,General,M
Telltale,Adventure,General,M
Vicarious,First-Person,Sci-Fi,T
Southend,Miscellaneous,Compilation,E
Freebird,Role-Playing,Japanese-Style,
Big,Role-Playing,Action RPG,M
Starbreeze,Action Adventure,Linear,T
Double,3D,Adventure,
DONTNOD,Action Adventure,General,M
Data,Individual,Other,E
EA,Golf,Sim,E
Telltale,Compilation,Third-Person,
Insomniac,Third-Person,Arcade,M
Capy,Scrolling,Vertical,T
Atlus,Action Adventure,Survival,M
Frozenbyte,Platformer,2D,
,,,
Telltale,General,Adventure,
EA,Snowboarding,Snowboarding,E
Gearbox,Sci-Fi,Arcade,M
Hidden,General,Defense,
Crytek,Sci-Fi,Arcade,M
Crytek,Sci-Fi,Arcade,M
Avalanche,Modern,Open-World,M
Camelot,Traditional,Tennis,E
id,Modern,Arcade,M
Creative,General,Historic,T
Triumph,General,Fantasy,T
Rockstar,Other,Tennis,E
Armature,Compilation,Compilation,M
Mass,Compilation,3D,T
SNK,Fighting,2D,M
Campo,3D,First-Person,
Square,Role-Playing,Japanese-Style,T
EA,Football,Sim,E
Nerial,Simulation,General,
Cardboard,Role-Playing,Japanese-Style,T
Tarsier,Action Adventure,Linear,T
WayForward,2D,2D,T
Ubisoft,Action Adventure,Open-World,M
NoClip,Puzzle,Action,
Paradox,Historic,General,
Engine,2D,2D,T
Gearbox,Sci-Fi,Arcade,M
Eden,General,General,
Gaijin,Music,Music,E
Bethesda,General,Western-Style,M
Indies,General,General,E
Exient,Sim,Sim,E
EA,Arcade,Arcade,E
Bethesda,First-Person,Western-Style,M
Tripwire,Historic,Arcade,M
EA,Alternative,Snowboarding,E
Clap,Arcade,Arcade,
Phantagram,Real-Time,Fantasy,M
Maxis,Miscellaneous,Virtual Life,T
Radical,Driving,Mission-based,T
Infinite,Driving,Car Combat,E
FireFly,General,Historic,T
Nintendo,Rail,Rail,
Artoon,2D,2D,E
Zipper,Modern,Modern,T
DONTNOD,Action Adventure,General,M
Io,Tactical,Modern,T
Capcom,Adventure,Visual Novel,
Amanita,Adventure,General,
Polyphony,Simulation,Automobile,E
Telltale,General,Compilation,
Eurocom,Modern,Arcade,T
Atlus,Role-Playing,Japanese-Style,M
HAL,Platformer,2D,E
Recoil,2D,2D,T
Ska,Action,2D,M
Monolith,Action Adventure,Open-World,M
Bethesda,General,Western-Style,M
KCET,Sim,Sim,E
SCE,General,General,E
EA,Sim,Sim,E
Lunar,Platformer,2D,T
Four,Arcade,Other,E
PlatinumGames,Action,3D,M
Mass,Third-Person,Sci-Fi,T
Square,Role-Playing,Action RPG,T
Frontier,Management,Tycoon,E
Capcom,Role-Playing,Action RPG,M
Sonic,Matching,Stacking,
ArenaNet,Role-Playing,Massively Multiplayer,T
Dejobaan,Platformer,3D,
EA,Sim,Sim,E
Nintendo,Puzzle,Matching,E
Maxis,Virtual,Virtual Life,T
17,Fantasy,Tactics,T
Ubisoft,Modern,Arcade,M
Ubisoft,Historic,Open-World,M
Gearbox,Sci-Fi,Arcade,M
Nurijoy,Rhythm,Music,T
Gaijin,WWII,Combat,T
Paradox,Real-Time,General,
Level,Role-Playing,Japanese-Style,T
Charm,Adventure,General,
SCEA,Sim,Sim,E
Silicon,Role-Playing,Japanese-Style,T
Engine,2D,2D,T
Firaxis,General,4X,
Konami,Soccer,Sim,E
EA,Miscellaneous,General,E
Abstraction,Real-Time,MOBA,T
TOSE,Fantasy,Defense,
Ubisoft,Action Adventure,Open-World,M
Nintendo,Platformer,3D,
Sega,Music,Music,T
Square,Role-Playing,Japanese-Style,T
EA,Sim,Sim,E
Playtonic,Platformer,2D,E
roll7,Team,Futuristic,
Nnooo,Action,Modern,E
Frontier,2D,2D,E
Crytek,First-Person,Tactical,M
Awfully,Platformer,2D,
Yuke,Combat,Wrestling,T
Square,Fantasy,Tactics,
Project,3D,3D,T
Slightly,General,Automobile,E
Cherry,Billiards,Billiards,E
Ronimo,Strategy,General,
5TH,Puzzle,General,
Blue,First-Person,Arcade,
Triumph,Turn-Based,General,T
Sonic,2D,2D,E
EA,Sim,Sim,E
Disney,Massively Multiplayer,Fantasy,E
Midway,Fighting,3D,M
Nintendo,Platformer,2D,E
Big,Real-Time,General,T
Sony,Fantasy,Fantasy,T
Flying,General,General,E
Eurocom,First-Person,Modern,T
Flying,Modern Jet,Combat,E
InXile,Role-Playing,Western-Style,M
Vanillaware,Action RPG,Action RPG,T
Blue,Management,Government,
Big,Role-Playing,Action RPG,M
JW,Adventure,General,E
EA,Sim,Sim,E
Final,Scrolling,Vertical,
Void,General,General,E
Telltale,Adventure,General,M
Treyarch,Historic,Arcade,M
TimeGate,Fantasy,Command,T
Zen,Action,Pinball,
Visual,Sim,Sim,E
Pocketwatch,General,General,T
Rockstar,Simulation,Automobile,T
Kojima,Modern,General,M
Monolith,,,T
Capcom,Action Adventure,Survival,M
Iron,Role-Playing,Western-Style,
Stardock,General,4X,
11,Role-Playing,Action RPG,
Defiant,,,T
No,Adventure,Text,
Vicarious,Action RPG,Action RPG,T
Cowboy,Pinball,Pinball,E
Big,Board Games,Board Games,E
EA,Sim,Sim,E
EA,Sim,Sim,E
Ubisoft,First-Person,Arcade,M
Monomi,First-Person,Arcade,
Application,,,
The,Turn-Based,4X,
Criterion,Fighting,2D,M
BioWare,Action RPG,Action RPG,M
Rainbow,Motorcycle,Motocross,E
Tecmo,Action Adventure,Horror,M
Totally,Flight,WWII,T
Next,Ice Hockey,Arcade,E
Jupiter,Parlor,Pinball,E
Page,Alternative,Biking,E
Hudson,Third-Person,Fantasy,E
Acclaim,Baseball,Sim,E
Stainless,General,Historic,T
EA,Soccer,Sim,E
Visual,Action,General,E
Acclaim,Racing,Futuristic,E
Double,Sci-Fi,Arcade,T
Tremor,Strategy,Tycoon,
SquareSoft,Role-Playing,General,M
Ubisoft,Platformer,2D,T
Shin,Arcade,Futuristic,E
Locomalito,Platformer,2D,T
Telltale,3D,Third-Person,T
Ghost,Virtual,Career,
Q,Rail,Fantasy,
Ubisoft,Fantasy,Compilation,M
EA,General,Modern,T
Capcom,Miscellaneous,Compilation,T
Spike,General,Visual Novel,M
EA,Sim,Sim,E
Team,Fantasy,Artillery,
id,Modern,Arcade,M
Nadeo,Arcade,Automobile,E
Playsport,Virtual,Career,
Spike,Adventure,Visual Novel,M
Yuke,Combat,Wrestling,T
Raven,Role-Playing,Action RPG,T
Capcom,Fighting,2D,T
Capcom,Action Adventure,Fantasy,M
Midway,Fighting,3D,M
The,3D,First-Person,M
Asobo,Action Adventure,General,M
Game,,,E
Visual,Sim,Sim,E
DeadToast,Platformer,2D,T
Rare,Sci-Fi,Arcade,M
Ubisoft,Role-Playing,General,M
United,Modern,Open-World,M
Toys,3D,3D,
EA,Soccer,Sim,E
EA,Soccer,Sim,E
Raven,Sci-Fi,Arcade,T
Rockstar,Action,3D,M
Tantalus,Management,Government,E
Yuke,Combat,Wrestling,T
Digital,Shooter,Horizontal,M
NetherRealm,2D,2D,M
Ion,Action Adventure,Sci-Fi,M
Team,General,Fantasy,M
Tri,,,T
EA,Sim,Sim,E
Capcom,Miscellaneous,Compilation,T
Bandai,Role-Playing,Action RPG,T
Joysteak,Platformer,2D,E
Lince,Action Adventure,General,M
Falcom,Role-Playing,Action RPG,T
Spooky,Adventure,General,
Harebrained,Role-Playing,General,
Day,Sci-Fi,Mech,T
Klei,2D,2D,
EA,Sim,Sim,E
Capcom,Modern,Modern,T
5pb,Adventure,Visual Novel,M
Codemasters,Formula One,Automobile,E
Game,,,E
Wargaming,Marine,Combat,T
Sega,Rhythm,Music,T
EA,Soccer,Sim,E
Codemasters,General,Automobile,T
TOSE,,,E
Next,Ice Hockey,Arcade,E
EA,Baseball,Sim,E
Eugen,Historic,Tactics,
Arkane,Action Adventure,General,M
Ghostfire,General,2D,T
EA,First-Person,Tactical,M
Konami,Miscellaneous,Compilation,T
505,Arcade,Futuristic,E
Rebellion,First-Person,Tactical,M
Double,Party,Party,E
Trendy,Action RPG,Action RPG,
Treyarch,First-Person,Arcade,M
Locomalito,Platformer,2D,
Telltale,General,Compilation,M
Firaxis,Turn-Based,4X,
MONKEYCRAFT,Action Adventure,General,E
Trion,Action,General,
Atlus,Role-Playing,Western-Style,T
Chucklefish,Turn-Based,Tactics,
Enhance,Puzzle,Matching,
Tim,Turn-Based,Tactics,
Microsoft,Real-Time,General,T
Sumo,Racing,Arcade,E
Unknown,Adventure,General,
Nintendo,Action Adventure,Open-World,
Frima,General,General,T
Raven,Role-Playing,Action RPG,T
34BigThings,Arcade,Futuristic,E
Wholesale,Action Adventure,Linear,M
Sega,Miscellaneous,Party,E
Dakko,2D,2D,E
Telltale,Compilation,Third-Person,
Zoink,Platformer,3D,T
Infinite,Puzzle,Action,
Telltale,Compilation,Third-Person,
Big,Historic,Command,T
Midway,Fighting,3D,M
989,Baseball,Sim,E
Hidden,General,Defense,
Trinket,Action,2D,
Stormregion,General,Historic,T
KnapNok,Shooter,Vertical,E
Ubisoft,General,Fantasy,T
ArtePiazza,Role-Playing,Japanese-Style,
Nordic,Action Adventure,Open-World,M
EA,Soccer,Sim,E
M2,Scrolling,Vertical,
Paradox,General,Historic,
EA,Football,Arcade,E
Sick,General,Fantasy,T
Red,Tactical,Modern,M
Aki,Fighting,Wrestling,T
Larian,Action RPG,Action RPG,T
Visual,Racing,Formula One,E
Capcom,Role-Playing,Action RPG,E
Capcom,,,E
Z,Alternative,Biking,T
Black,Traditional,Boxing,T
KING,Adventure,General,T
Firaxis,General,Historic,
Nintendo,Platformer,2D,
Trendy,Action RPG,Action RPG,
Capcom,2D,2D,T
Camelot,Traditional,Tennis,E
House,Simulation,General,E
Falcom,Role-Playing,Japanese-Style,T
Relentless,,,T
PopCap,Third-Person,Tactical,
Capcom,Miscellaneous,Compilation,
WayForward,2D,2D,T
EA,Arcade,Sim,E
Deconstructeam,Adventure,Visual Novel,M
Magic,Platformer,2D,
Bandai,Role-Playing,Action RPG,T
HIPSTER,General,Arcade,E
Nippon,Turn-Based,Tactics,T
Asteroid,2D,Horizontal,
Funcom,Fantasy,Fantasy,M
Relic,General,Historic,M
Frozenbyte,Platformer,2D,
Cellar,Platformer,2D,
Nordic,Action Adventure,Open-World,M
Firaxis,Historic,4X,
ArtePiazza,Role-Playing,Japanese-Style,
ZeniMax,Role-Playing,Massively Multiplayer,M
Bethesda,,,
Ubisoft,Modern,Open-World,M
Ensemble,Historic,Command,T
Project,Flight,Combat,T
Capcom,Miscellaneous,Compilation,T
TT,General,Fantasy,
frecle,Action Adventure,General,
Traveller,Action Adventure,General,
